,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
170,Airbus A320,57484.79922,196012.1997,129365.9125,15%-30% of MAC,392.3590662,118.3171044,11318.09077,414,3056.532435,48057,463,Turboprop,50.94981476
171,Beechcraft King Air 350,291708.452,1156793.841,606046.8503,20%-40% of MAC,204.3771536,165.3201422,348502.0948,251,98289.4568,24715,487,Piston,32.02916079
172,Boeing 777,276771.3596,559631.6496,368348.4852,20%-40% of MAC,393.0298506,83.29352499,289247.502,145,96674.83072,53866,560,Turbofan,51.26999481
173,Cessna 172,165785.0614,484900.2798,450554.7193,20%-40% of MAC,250.465599,128.6920862,357020.8382,361,90870.27904,51369,624,Piston,78.07600235
174,Cessna 172,265244.6361,920248.197,916585.3125,20%-40% of MAC,833.5758557,192.5280335,159280.63,263,33324.90884,48138,455,Turboprop,81.9312817
175,Airbus A380,243764.6274,1016116.829,282929.7032,15%-30% of MAC,586.7067495,164.0519086,198646.1646,311,11329.86878,27173,619,Piston,51.39425845
176,Beechcraft King Air 350,75611.40702,326538.4491,149621.8115,15%-30% of MAC,233.8391333,22.71515956,342235.941,218,97176.31181,50505,569,Turboprop,22.04512841
177,Cessna 172,177709.6442,630022.933,495015.1506,20%-40% of MAC,211.3758804,31.2311896,227705.8525,380,94246.36907,39550,656,Turbofan,69.85657236
178,Airbus A380,132508.3346,503692.5888,329852.9696,20%-40% of MAC,306.7994144,157.4562818,158757.0167,302,24248.66429,41693,576,Turbofan,85.65531778
179,Boeing 747-8,9832.091687,13113.96348,10431.96897,35%-45% of MAC,598.3552476,29.32993312,304947.7442,401,71360.65802,29006,633,Piston,18.44728189
180,Airbus A380,96331.74532,472648.7619,399454.6921,20%-35% of MAC,788.7362379,162.4059093,37039.23302,136,54215.06699,23375,472,Piston,69.93898304
181,Cessna 172,166575.9736,687833.0568,380730.7935,20%-40% of MAC,975.6479663,34.55439229,490507.1096,274,45733.87662,41549,416,Turboprop,91.28425504
182,Boeing 747-8,31244.45082,84031.87163,35184.38893,20%-35% of MAC,703.8856449,173.5185446,223270.2762,297,5835.539204,35061,633,Turbofan,34.25029641
183,Boeing 777,299304.7002,630435.0351,393077.4728,15%-30% of MAC,500.5448728,113.5502868,306159.7079,209,49676.79441,29423,519,Turboprop,63.8421522
184,Boeing 777,175469.2303,713098.3,678923.2059,15%-30% of MAC,790.7305993,73.09422428,48291.63063,381,90919.77604,58038,598,Turbofan,13.5089636
185,Airbus A380,171639.5427,852413.0851,740901.3612,20%-40% of MAC,606.7567098,192.5991214,144527.5406,273,99855.40868,59200,460,Turbofan,85.26901406
186,Cessna 172,173195.835,811130.798,177012.3599,35%-45% of MAC,778.8478071,146.9972164,153771.2472,85,19357.96695,30077,552,Piston,93.15839037
187,Airbus A320,254647.8413,409222.4736,358302.3501,20%-40% of MAC,388.477438,57.82737701,388462.0492,482,93790.97617,24411,449,Turbofan,18.7720395
188,Boeing 777,105413.2294,353713.6912,323791.4469,20%-40% of MAC,472.8924612,101.8935045,156688.5579,256,65286.61237,53731,508,Turboprop,72.06220397
189,Embraer E190,136880.5404,541642.8357,160469.3775,25%-35% of MAC,760.5126498,62.92617022,92235.43296,85,67286.44024,25210,627,Piston,89.47611126
190,Bombardier Global 6000,16515.66054,74649.13478,58113.60113,20%-40% of MAC,409.1385652,171.498793,431345.9865,272,91154.70227,49697,449,Turbofan,63.3487117
191,Beechcraft King Air 350,291604.7244,1324846.78,930964.8619,20%-35% of MAC,305.9382277,43.95595221,331489.6602,231,94074.72609,27773,447,Piston,51.60236921
192,Boeing 747-8,240792.1894,702344.7097,335053.3876,20%-35% of MAC,924.8541088,25.92017836,314422.4691,169,53487.77587,42270,544,Piston,54.28426676
193,Embraer E190,57848.32181,74082.28243,59970.91742,20%-35% of MAC,436.0581502,143.3695273,236542.7258,183,23133.65082,22575,615,Turboprop,64.42412193
194,Airbus A320,61258.44957,263089.4054,137848.8309,20%-40% of MAC,510.2837816,194.0484713,307238.8941,298,82271.23179,59718,604,Turbofan,73.92587421
195,Beechcraft King Air 350,143362.3687,560244.0527,198558.0438,20%-40% of MAC,753.874591,33.73343896,140288.7135,413,6100.051148,41827,667,Turbofan,87.8900334
196,Gulfstream G650,32743.10979,159493.4406,133012.6449,35%-45% of MAC,428.2995721,104.7519048,50836.59888,237,46686.2525,40871,499,Turbofan,89.80098261
197,Boeing 777,270273.1561,839915.0591,577675.1291,20%-40% of MAC,989.7946427,103.2856953,1480.70908,229,15566.40818,50611,571,Piston,38.98603969
198,Airbus A380,93480.14524,363082.4621,208622.4995,20%-35% of MAC,825.410426,142.2463273,183822.9412,488,48799.56157,43693,504,Turboprop,23.53231693
199,Boeing 747-8,83498.54441,405693.0523,185992.1963,25%-35% of MAC,656.2669949,85.6750404,125573.4182,237,50163.96524,46747,586,Turboprop,39.08502364
200,Bombardier Global 6000,70029.89704,80989.80429,71526.19916,20%-40% of MAC,705.2946854,194.9577042,351909.2685,237,60919.2266,36636,620,Turboprop,90.18300132
201,Airbus A380,208179.446,593348.6613,304444.3965,25%-35% of MAC,859.1000979,178.2375006,475969.6905,404,62417.52405,29715,413,Piston,95.59437784
202,Boeing 737-800,97626.18636,215908.5468,112306.5964,25%-35% of MAC,280.5205863,155.1892025,385796.4845,201,90385.40905,39348,630,Turbofan,48.30752743
203,Boeing 747-8,32836.22284,122467.2828,47447.42534,35%-45% of MAC,419.0284336,82.46285431,29884.39247,121,85900.45958,43972,547,Turboprop,58.3065649
204,Boeing 747-8,155500.4334,759782.5424,292369.5554,25%-35% of MAC,652.8110552,53.98623042,423379.1884,328,46895.77344,29776,552,Turboprop,66.57096615
205,Embraer E190,20987.64861,33030.42384,21098.59848,20%-35% of MAC,598.4043081,102.0220467,132338.1733,252,20530.05371,44471,700,Turbofan,25.33299768
206,Beechcraft King Air 350,95712.63066,145111.9469,118018.7204,20%-35% of MAC,825.1903951,128.3081684,23958.08802,53,45952.69733,26977,601,Piston,44.30377257
207,Boeing 737-800,236276.3402,880084.4409,640232.6097,20%-40% of MAC,843.6633875,110.2787509,19131.32481,433,52937.00409,56847,690,Turboprop,48.84196577
208,Boeing 737-800,30769.71283,126839.0392,123075.7876,20%-40% of MAC,322.6949559,102.737232,371831.2457,436,52233.4616,58270,458,Turboprop,47.16963712
209,Boeing 777,244783.9608,779836.1152,472576.8577,20%-35% of MAC,485.7122711,80.36089606,212284.5962,364,76242.92981,28791,444,Piston,11.03411518
210,Boeing 737-800,2972.552568,3039.65626,2997.014144,20%-40% of MAC,604.6550304,148.1105622,328400.5196,53,88629.5464,23992,574,Turboprop,62.91529688
211,Airbus A380,103953.7731,484561.1625,272702.6934,25%-35% of MAC,209.8338531,97.19097637,208627.9893,128,22142.60132,41892,440,Turbofan,35.60430802
212,Boeing 737-800,46410.73557,56723.0413,51754.97548,20%-40% of MAC,367.3102557,83.24247626,211471.7143,358,66938.02105,22989,487,Turboprop,13.26448265
213,Gulfstream G650,281722.1865,463681.8766,394461.6809,25%-35% of MAC,468.5906314,106.4891968,392732.272,268,54424.84721,46388,463,Turboprop,99.85277248
214,Beechcraft King Air 350,189378.0488,871814.18,835358.1976,25%-35% of MAC,595.6834771,148.4697649,28191.72897,401,77258.01531,49278,406,Turboprop,33.4955443
215,Embraer E190,82736.61096,260592.0149,87469.63666,20%-40% of MAC,600.0004843,95.13540314,453124.117,432,98320.36846,59688,525,Turboprop,61.41709848
216,Bombardier Global 6000,119024.66,559024.6861,256139.8662,20%-40% of MAC,704.4189203,164.9173697,370113.7517,355,92781.55646,46260,474,Turbofan,37.91728854
217,Airbus A380,101979.3862,334016.4632,172618.9187,20%-40% of MAC,908.3547032,84.21020632,197761.2455,442,71269.84102,33003,605,Turboprop,57.97955762
218,Embraer E190,260315.1665,702439.2538,295025.1698,20%-40% of MAC,934.9513295,126.1225842,267287.7696,55,60297.33567,36885,542,Piston,96.27683536
219,Airbus A380,280346.9225,1015470.021,737804.1589,15%-30% of MAC,864.1973055,199.8892432,351248.3533,418,57949.91112,28644,632,Turbofan,14.26068631
220,Embraer E190,292244.5016,1010658.725,935398.8603,15%-30% of MAC,688.7402007,127.9460537,14262.51567,320,94117.48038,48255,477,Turbofan,21.78244257
221,Cessna 172,196655.8309,961683.4622,667744.0521,20%-35% of MAC,579.6341568,124.9935655,481366.3511,111,53770.82465,37019,648,Turbofan,86.93694533
222,Cessna 172,34385.97719,133500.3893,34453.14735,20%-40% of MAC,818.6798546,110.2699341,110286.804,225,91451.53684,53141,426,Turboprop,33.43346824
223,Embraer E190,289689.2114,1269091.359,1140949.766,20%-40% of MAC,504.2867695,171.7923829,146339.6339,304,56634.92156,56873,505,Piston,86.60817786
224,Embraer E190,12083.86436,46245.65625,45001.68863,35%-45% of MAC,656.9668725,92.77368239,336472.9699,200,14019.38865,28671,411,Turboprop,28.08610801
225,Embraer E190,168884.0638,374784.666,353453.8384,20%-40% of MAC,878.8773894,182.3229996,479725.479,357,65636.80972,43720,597,Piston,86.363383
226,Boeing 737-800,61961.862,96019.97885,71162.90392,20%-35% of MAC,724.5713499,183.970945,232757.0622,413,76544.58658,37287,675,Turboprop,40.99662682
227,Bombardier Global 6000,202876.345,418253.2724,258876.7191,35%-45% of MAC,563.0405621,196.485191,377966.1521,195,70580.47717,50200,400,Turboprop,91.326428
228,Boeing 777,238494.6443,431913.6229,365605.9895,25%-35% of MAC,936.2374315,100.5531345,272813.4902,490,19797.85119,56688,643,Turbofan,65.91770827
229,Airbus A380,57403.56207,70993.81616,70969.67914,20%-35% of MAC,541.0618712,77.79699473,12083.31463,457,71633.11167,24242,609,Turbofan,91.57250239
230,Beechcraft King Air 350,25206.13226,100377.8799,98846.4925,15%-30% of MAC,342.4484284,163.6835508,372039.2951,485,67659.1365,42141,402,Turbofan,91.88671339
231,Boeing 737-800,131822.8065,570188.3485,290561.1851,15%-30% of MAC,803.2782395,30.86230033,125648.8208,332,32362.47297,45510,588,Piston,87.84693761
232,Airbus A320,101496.3512,287528.1337,198986.4424,15%-30% of MAC,451.614744,115.7314287,452191.0001,283,75820.32425,26631,621,Piston,76.74012041
233,Boeing 737-800,268256.4162,490543.1542,358607.4626,20%-35% of MAC,689.7231599,45.0591675,149595.7394,323,39098.92871,35437,493,Piston,77.28214369
234,Cessna 172,262789.7701,812947.9344,462211.9931,20%-40% of MAC,373.4000871,167.1827384,77834.73806,282,84108.44261,22904,583,Turbofan,72.63461107
235,Boeing 747-8,273820.8283,1144069.281,859437.4923,35%-45% of MAC,330.4363277,128.7311544,107875.2254,164,28952.72625,55464,686,Turbofan,10.45918334
236,Airbus A320,240440.3176,519653.7851,296818.9342,35%-45% of MAC,846.3853518,127.3354804,408955.3172,426,58079.85681,30397,628,Turbofan,49.02207836
237,Boeing 737-800,259217.9007,280269.6618,272915.3492,20%-40% of MAC,871.0423375,158.4911481,483786.6085,214,7563.705961,55272,441,Turboprop,10.05163817
238,Embraer E190,215390.0374,791825.1099,574773.8013,15%-30% of MAC,455.9670914,124.8463474,358489.9122,310,71089.1935,30959,633,Piston,13.25029328
239,Airbus A320,136614.9456,632295.1537,439757.7222,15%-30% of MAC,522.9628766,165.2612838,446712.74,432,29067.35074,31683,678,Turboprop,46.18314996
240,Cessna 172,194994.0876,681478.9054,618603.9064,20%-35% of MAC,873.6587403,186.117217,184605.4252,63,18073.1772,32950,585,Turbofan,86.87383685
241,Gulfstream G650,88073.87845,328850.4052,95229.37428,20%-40% of MAC,476.2675378,129.6184227,388557.5471,349,6669.059253,55961,438,Turboprop,13.16180234
242,Beechcraft King Air 350,171106.6545,179499.6671,175380.4479,20%-35% of MAC,498.1497001,197.1680376,348114.5987,323,43915.96217,31382,523,Piston,74.24624767
243,Embraer E190,70958.36204,101693.7863,81683.32962,25%-35% of MAC,909.4699266,142.287965,335868.67,493,14326.73443,24593,465,Turbofan,51.65898636
244,Boeing 747-8,115349.0543,244369.2071,223106.5411,20%-40% of MAC,605.015429,148.7166142,89789.06946,182,86811.78739,24188,696,Turbofan,31.49630271
245,Gulfstream G650,148348.9043,353776.648,150421.0664,20%-35% of MAC,506.5047207,177.6227296,479658.7073,482,74216.84852,43790,467,Turbofan,20.2265674
246,Beechcraft King Air 350,103118.8347,142132.6797,107888.0347,25%-35% of MAC,492.1067571,78.6439228,210364.6439,355,76725.88127,21714,613,Turboprop,60.17654266
247,Bombardier Global 6000,101027.0184,200400.3148,103473.3211,20%-40% of MAC,549.9515954,176.6112771,57126.60329,132,53902.56072,32780,419,Turbofan,52.27389892
248,Cessna 172,223484.8099,659234.9714,363222.7274,25%-35% of MAC,795.0522992,144.027628,240869.2412,302,57321.74433,57153,627,Turbofan,84.00684905
249,Cessna 172,188273.343,638410.0577,507522.5599,20%-40% of MAC,992.4911298,42.70524578,406805.3593,294,49838.84176,23579,536,Turbofan,90.30442676
250,Gulfstream G650,241591.3868,262548.7225,251684.127,20%-40% of MAC,814.2113265,110.5841285,165634.139,406,75967.27045,22648,513,Turbofan,53.73842487
251,Boeing 747-8,11708.05189,25162.78131,13629.15885,15%-30% of MAC,264.6655142,118.8219098,138386.7969,375,25420.74976,27630,683,Turbofan,78.1985293
252,Bombardier Global 6000,234083.6867,499746.1008,315978.024,20%-35% of MAC,751.8659983,131.9107337,209275.8881,154,64551.45658,37960,683,Piston,16.52549679
253,Beechcraft King Air 350,286817.1977,984810.9545,557528.2784,20%-40% of MAC,868.1127041,58.74709218,322490.4698,355,84327.95925,26766,594,Piston,18.10819093
254,Gulfstream G650,89733.60547,292870.4702,110263.0378,20%-35% of MAC,922.9755318,68.79649444,279850.0514,264,23583.18524,39859,693,Piston,42.08478706
255,Boeing 777,108880.3059,225770.7643,160581.0108,20%-40% of MAC,664.6291004,191.1146739,112181.6331,460,43999.70329,55616,693,Turbofan,17.48384956
256,Gulfstream G650,267356.3634,1076764.215,911316.423,25%-35% of MAC,771.3700666,33.2736421,419597.1224,496,12958.70422,32251,667,Piston,20.05989943
257,Boeing 737-800,167060.7492,252123.7629,250300.5007,20%-35% of MAC,630.0291063,165.66427,178167.4656,78,56772.69373,59446,587,Turbofan,28.29548319
258,Bombardier Global 6000,161631.7905,772867.3489,581821.8889,35%-45% of MAC,250.064778,113.4981038,149826.2374,161,77112.44322,38507,494,Piston,81.99189253
259,Embraer E190,256071.2366,884817.2196,291569.9989,20%-40% of MAC,431.0484525,120.7668434,414793.4491,438,7906.951397,37110,613,Turboprop,90.13286736
260,Bombardier Global 6000,92726.5707,256314.4981,174616.2727,25%-35% of MAC,223.2851569,152.5030146,326313.798,260,99967.19752,33243,552,Turboprop,12.45263601
261,Embraer E190,247290.5878,684432.7987,377354.3176,20%-40% of MAC,752.526207,25.1782857,239258.0792,301,40920.13358,46583,437,Turboprop,24.73007493
262,Boeing 747-8,41280.43978,139551.9395,82034.97253,35%-45% of MAC,634.9109589,176.3001038,48386.24,253,89575.74672,29394,518,Piston,45.97375326
263,Embraer E190,128825.5927,218021.8945,172449.7534,20%-40% of MAC,325.7446548,51.15118641,450158.4783,288,63726.60507,25999,651,Turboprop,40.28597376
264,Airbus A320,249909.8375,304321.446,290249.7835,25%-35% of MAC,273.5237296,51.43203577,182634.0725,494,78507.05778,37109,500,Turboprop,35.59375728
265,Airbus A380,105590.6416,172491.8159,114961.4299,25%-35% of MAC,582.6860626,54.6413637,312679.4857,56,28654.11265,25157,608,Piston,16.90661102
266,Cessna 172,51863.13731,112588.8753,82033.01256,35%-45% of MAC,333.9001255,124.5729417,345866.6532,326,69686.56676,47601,524,Turbofan,65.70886696
267,Beechcraft King Air 350,80409.32345,245174.8627,96608.64233,20%-35% of MAC,331.745273,56.1527314,66661.11356,331,34634.34149,56863,528,Turboprop,66.70071971
268,Bombardier Global 6000,264805.1545,1043121.324,872649.0946,20%-40% of MAC,516.5790033,196.7008749,381779.8473,433,20134.18961,47196,593,Piston,56.68380456
269,Beechcraft King Air 350,180413.323,852838.6662,253300.3926,15%-30% of MAC,282.2646793,186.300839,174070.3426,329,26059.236,30781,692,Turboprop,19.70759906
270,Beechcraft King Air 350,6626.727599,10908.11474,7554.663613,20%-35% of MAC,516.4197795,188.6555746,357736.7665,335,11007.67311,35901,434,Piston,70.1221413
271,Embraer E190,248031.8356,807739.4823,627709.2357,20%-40% of MAC,822.9446221,49.91622615,122943.1002,130,37035.37452,42296,642,Turbofan,27.06251111
272,Airbus A380,119371.4021,359028.668,265672.0437,35%-45% of MAC,926.186494,133.8282149,290508.5658,227,91401.9445,46224,455,Turboprop,38.9325499
273,Boeing 747-8,202506.6528,531396.1641,379038.1168,20%-40% of MAC,621.379489,193.5925039,170168.9106,442,51302.82563,32177,580,Turboprop,46.63230625
274,Cessna 172,234401.9745,431099.5966,424751.5796,15%-30% of MAC,527.2550419,87.04488569,378777.1354,250,35158.97715,46691,438,Piston,22.6002777
275,Boeing 777,159888.2633,501583.3732,334599.2642,20%-40% of MAC,718.3917432,28.99233346,420527.833,205,36420.85535,26675,424,Piston,77.38723529
276,Airbus A320,234759.9897,511893.3452,396706.0316,25%-35% of MAC,548.8923902,109.5715378,85501.17584,277,48221.7747,40630,566,Turbofan,25.95127646
277,Gulfstream G650,80774.09443,316271.7028,154247.4081,25%-35% of MAC,814.7387906,68.1771693,24435.00168,264,55887.41083,57004,506,Turboprop,85.96852366
278,Cessna 172,203445.3484,998890.3829,964414.9649,20%-40% of MAC,329.514687,118.0537602,230484.8382,152,1939.368185,28643,673,Turboprop,81.81488181
279,Embraer E190,161632.0406,626990.8792,570690.3272,20%-40% of MAC,214.4967996,171.8982231,306769.3553,432,47662.34931,50166,621,Piston,41.26412421
280,Boeing 777,215281.2431,378221.3524,376346.3142,35%-45% of MAC,795.7230667,168.7735591,124063.9207,269,64688.81788,36385,589,Turbofan,62.5509751
281,Cessna 172,295400.172,1396046.732,706612.7754,20%-40% of MAC,376.6158034,115.7556101,136944.7913,213,85986.69475,49536,584,Piston,15.25735485
282,Airbus A380,131575.0519,470182.5686,149170.1193,15%-30% of MAC,751.8952074,172.644871,297658.2487,86,32241.81765,32922,440,Turboprop,68.95755607
283,Embraer E190,80475.02159,127919.656,125829.292,25%-35% of MAC,633.4779684,145.5884093,167630.7536,496,56232.443,48360,630,Turboprop,32.72618454
284,Boeing 737-800,189280.3826,287965.5947,224998.4547,20%-35% of MAC,284.2131382,143.2376276,432918.9217,304,52826.1206,37559,562,Piston,15.60000167
285,Beechcraft King Air 350,206119.1789,897204.6826,522844.0827,15%-30% of MAC,340.4590092,137.9657042,185564.2051,426,17470.30496,38628,558,Turboprop,41.61801536
286,Boeing 747-8,126434.4427,302697.1406,176729.6277,20%-35% of MAC,736.1885419,115.110385,490607.4474,284,55826.04318,30817,560,Turboprop,34.75957674
287,Embraer E190,288835.4144,548193.5062,334224.9537,25%-35% of MAC,939.0386694,160.5552449,35229.62699,344,70302.38314,57952,438,Turboprop,17.43441877
288,Bombardier Global 6000,225300.5315,850748.2916,702472.2022,20%-40% of MAC,858.5995853,53.58763097,225767.2803,146,47358.99867,46247,449,Turbofan,15.25143533
289,Airbus A320,261860.9642,741723.2884,538746.9102,35%-45% of MAC,322.7237922,72.61486308,431559.0322,365,40074.31962,43342,508,Piston,75.82475953
290,Airbus A380,153564.8549,317787.1476,241860.4836,35%-45% of MAC,472.1523758,66.55879054,43512.56937,264,62460.73684,48061,680,Piston,28.84736213
291,Bombardier Global 6000,180911.3332,381525.5495,238799.7727,25%-35% of MAC,366.4916908,54.69720148,390005.9522,127,83322.1083,20341,665,Turbofan,50.24403654
292,Embraer E190,26643.12456,86611.76749,48394.79654,20%-40% of MAC,916.636648,141.0492264,33378.49534,69,19295.87756,21664,673,Turboprop,53.87411346
293,Boeing 747-8,34026.86796,147817.4018,101238.917,20%-40% of MAC,956.6238278,81.07803221,439025.9006,322,28777.4998,54445,680,Turbofan,17.12666653
294,Boeing 777,71653.48179,307300.8282,219007.7349,35%-45% of MAC,921.6383967,140.232092,124730.6033,231,59891.01007,53321,665,Turbofan,31.12136174
